User, Question, Answer
11750,Singing/playing is my top priority.,50
11750,Singing/playing is very high on my priority list.,75
11750,I consider myself to be a religious or spiritual person.,50
11750,I regularly attend religious services.,75
11750,I believe that a higher power is looking out for me.,50
11750,I believe that things happen for a reason.,75
11750,I believe that I choose what happens in my own life.,50
11750,I believe that much of my life has already been decided for me.,75
11750,I have complete control over the course my musical career takes.,50
11750,I have too little control over the course my musical career takes.,75
11750,I like to be in control.,50
11750,I feel uncomfortable if I don't have enough control.,75
11750,I feel uncomfortable if I have too much control.,50
11750,I deal well with conflicts.,75
11750,I am a non-confrontational person.,50
11750,My family and friends come to support me in my performances.,75
11750,I have a good support system in my family and/or friends.,50
11750,My friends and family want me to succeed with my voice/instrument.,75
11750,My friends and family understand my performance anxiety fully.,50
11750,I sometimes feel my success with my voice/instrument is intentionally sabotaged by my friends/family.,75
11750,I sometimes feel my success with my voice/instrument is unintentionally sabotaged by my friends/family.,50
11750,There is a person or there are people who care about me succeeding as much as I do.,75
11750,I have a plan for combating any performance anxiety I might experience.,50
11750,I have a method for coping with stress that works.,75
11750,I plan too much for myself.,50
11750,I am good about setting boundaries and not taking on too much.,75
11750,I have personally experienced performance anxiety in my life.,50
11750,I have personally experienced performance anxiety in the recent past.,75
11750,I used to get nervous  but don't tend to do that anymore.,50
11750,I am an introverted individual.,75
11750,I am an extroverted individual.,50
11750,I fear the future.,75
11750,I am a positive thinker.,50
11750,I'm often negative.,75
11750,Important people will be at my performances.,50
11750,I am embarrassed by my nervousness.,75
11750,My heart is races when I perform.,50
11750,I breathe faster than normal when I perform.,75
11750,I sweat because of anxiety when I perform.,50
11750,I get cold because of anxiety when I perform.,75
11750,I can't get motivated for performances.,50
11750,I am more critical of myself than usual when a performance is imminent.,75
11750,I have trouble staying focused when anticipating a performance.,50
11750,I make more mistakes than I should when anticipating a performance.,75
11750,I imagine the worst when anticipating a performance.,50
11750,My voice is affected by my nervousness during a performance.,75
11750,My teacher doesn't think I perform as well as I should.,50
11750,My peers don't think I perform as well as I should.,75
11750,My family/friends don't think I perform as well as I should.,50
11750,My romantic partner doesn't think I perform as well as I should.,75
11750,My stomach gets upset when I perform.,50
11750,I feel jittery when I perform.,75
11750,I feel uneasy when I perform.,50
11750,During performances I am concerned about the outcome of that performance.,75
11750,I have memory slips because of anxiety when I perform.,50
11750,I have trouble sleeping when anticipating a performance.,75
11750,My eating habits change because of anxiety when anticipating a performance.,50
11750,Anxiety affects the amount of practicing I do.,75
11750,Anxiety affects the quality of my practicing.,50
11750,My sleep habits are affected by anxiety.,75
11750,I become irritable because of anxiety.,50
11750,I drink more alcohol because of anxiety.,75
11750,I use recreational drugs because of anxiety.,50
11750,I procrastinate because of anxiety.,75
11750,My relationships are affected by my anxiety.,50
11750,My general activity level is affected by anxiety.,75
11750,My throat gets dry because of anxiety during performances.,50
11750,I often want to cancel or reschedule my performances because of anxiety.,75
11750,I'd rather be singing/playing in a practice room than in front of people.,50
11750,Nervousness is negatively affecting my musical progress.,75
11750,I am driven to do my best.,50
11750,My quality of performing/singing/playing is consistent.,75
11750,I start new projects with lots of energy.,50
11750,I fear success.,75
11750,I function well at a high energy level.,50
11750,I am able to quiet mental chatter.,75
11750,I frequently imagine the worst.,50
11750,I need to learn how to relax.,75
11750,No matter how much I prepare  something always goes wrong.,50
11751,My voice/instrument teacher and I have a good relationship.,0
11751,My diet is healthy.,25
11751,I have good relationships with my friends.,75
11751,I often have low self-esteem.,75
11751,Auditions make me nervous.,50
11751,I am disheartened by the odds for success as a singer/instrumentalist.,75
11751,I can't get motivated for performances.,25
11751,I have trouble sleeping when anticipating a performance.,6
11751,My eating habits change because of anxiety when anticipating a performance.,50
11751,Anxiety affects the amount of practicing I do.,25
11751,I have perfect/absolute pitch.,75
11751,I have strong relative pitch.,50
11751,I consider myself to be a good musician.,75
11751,I learn music easily.,50
11751,I memorize music easily.,75
11751,My voice/instrument teacher and I have a good relationship.,50
11751,I am critical of myself in my lessons  or was critical of myself in lessons when I took lessons.,75
11751,I am critical of myself in my practicing.,50
11751,I tend to get sick near a performance.,75
11751,I am a generally healthy person.,50
11751,My diet is healthy.,75
11751,I get enough sleep on a regular basis.,50
11751,I exercise regularly.,75
11751,I regularly hydrate well enough to support my body and vocal/instrument endeavors.,50
11751,I deal with stress well.,75
11751,I am stressed more often than I should be.,50
11751,I am a generally anxious person.,75
11751,People who know me would say I am an anxious or stressed person.,50
11751,I feel like I belong at this school/in this career/avocation (related to music).,75
11751,I feel like I belong in my teacher's studio of students.,50
